Event Number,Occurred/Discovered Date and Time,Occurred Date,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend,Latitude,Longitude,Nearest Populated Centre,Province,Population Density,Incident Types,Company,Significant,Product Category,Product Type,Volume Released,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Pipeline or facility equipment involved,Rupture,Pipe body release,Residual effects on the environment,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Kilometre post,Emergency Level,Equipment or component involved,Nominal pipe size,Material,Licensed maximum operating pressure (kPa),Year of installation,Year when put into service,Repair type,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,STATION_NAME,DISTANCE_WEATHER_STATION_KM,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
INC2018-035,2018-04-26 10:00,2018-04-26,26.0,4.0,2018.0,Thursday,5.0,17.0,0.0,58.6547225,-122.6857797,Fort Nelson,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,6541.0,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Substandard Conditions, Defective tools, equipment or materials","Defect and Deterioration, External Interference","Personal factors, Mental or psychological stress, Conflicting demands or directions;Personal factors, Lack of knowledge, Inadequate initial training;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Personal factors, Abuse or misuse, Improper conduct that is not condoned, Intentional;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Human Factors, Standards and Procedures",Operation,Employee / Contractor (Onsite),Yes,No,No,No,Sahtaneh Pipeline,610,61.95321337,0,Level I,"Pipeline, Valve, Pressure relief, Body;Station/Facility, Compression, Valve, Pressure relief, Body;Station/Facility, Compression, Valve, Pressure relief, Other (please explain);Station/Facility, Compression, Valve, Pressure relief, Thread;Station/Facility, Pigging, Receiving, Valve, Pressure relief, Body;Station/Facility, Pigging, Receiving, Valve, Pressure relief, Other (please explain);Station/Facility, Pigging, Receiving, Valve, Pressure relief, Thread",,,,,,,No,,,No,No,,,No,FORT NELSON A,25.755675289631863,1192946,10,,1.4,,18.6,,0,,0,,0,,0,T,32,,33,,0,,8,,,,,
INC2018-037,2018-04-27 3:00,2018-04-27,27.0,4.0,2018.0,Friday,6.0,17.0,0.0,45.9875348,-64.1437017,Moncton,New Brunswick,10 or fewer dwelling units,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,1.0,"Substandard Conditions, Presence of harmful materials",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,3rd Party / Other Company,Yes,No,No,No,Mainline,"762.00000000, 863.60000000",574.8807991,239,Level I,"Pipeline, Valve, Pressure relief, Seat",,,,,,,No,11/1/2017,Visual,Yes,No,11/1/2017,Testing of Functionality,Yes,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,21.911643340196562,8103201,13.9,,7.9,,19.8,,0.2,,0.2,,0,,,,22,,46,,0,,4.1,,,,,
INC2018-039,2018-05-02 4:45,2018-05-02,2.0,5.0,2018.0,Wednesday,4.0,18.0,0.0,55.56909171,-121.9446616,Chetwynd,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Miscellaneous,Glycol,5.913,"Damage or deterioration mechanism, Other Causes, Improper Operation",Incorrect Operation,"Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,Yes,,,,,Level I,"Processing Plant, Controls",,,,,,,No,,,No,No,,,No,CHETWYND A,40.1403613694604,1181513,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2018-040,2018-05-03 4:20,2018-05-03,3.0,5.0,2018.0,Thursday,5.0,18.0,0.0,58.6545943,-122.6905284,Fort Nelson,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,59.7,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate identification and evaluation of loss exposures;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Excessive wear and tear, Inadequate maintenance;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Inadequate Supervision, Maintenance",Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Processing Plant, Flare;Station/Facility, Pigging, Receiving, Valve, Butterfly, Body",,,,,,,No,,,No,No,,,No,FORT NELSON A,25.953418783485088,1192946,9.8,,4.6,,15,,0,,0,,0,,,,28,,39,,0,,8.2,,,,,
INC2018-047,2018-05-17 11:00,2018-05-17,17.0,5.0,2018.0,Thursday,5.0,20.0,0.0,45.19,-66.4,Musquash,New Brunswick,10 or fewer dwelling units,Release of Substance,Emera Brunswick Pipeline Company Ltd.,No,Gas,Natural Gas - Sweet,0.0001,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Scheduled Patrol,Yes,No,No,No,BRUNSWICK PIPELINE,762,142.8732829,52.61,Level I,"Pipeline, Flange, Gasket/O-ring",,,,,,,No,,,No,No,,,No,POINT LEPREAU CS,19.521334571850968,8104201,9.3,,6.6,,12,,0,,,,,,,,,M,32,,0,,8.7,,,M,,M
INC2018-049,2018-05-27 12:13,2018-05-27,27.0,5.0,2018.0,Sunday,1.0,22.0,1.0,51.31303645,-120.1776218,Darfield,British Columbia,10 or fewer dwelling units,Release of Substance,Trans Mountain Pipeline ULC,Yes,Liquid,Crude Oil - Sweet,4.8,"Damage or deterioration mechanism, Cracking, Fatigue;Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Corrosion and Cracking, Equipment Failure","Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,Operation,SCADA,Yes,No,No,Yes,MAINLINE LOOP: KAMLOOPS SECTION,762,81.04054894,Darfield Station is KmP 742.0 on the TMPL system,Level I,"Station/Facility, Pumping, Piping, Thread;Station/Facility, Pumping, Instrumentation and controls",NPS 3/4,Carbon Steel,9800.0,2009.0,2009.0,,No,5/27/2017,Visual,Yes,Yes,,,No,CLEARWATER AUTO,12.634867283654984,1161650,17.3,,6.7,,27.9,,,M,,M,,M,,,0,,0,,0,,0.7,,,,,
INC2018-060,2018-06-09 2:00,2018-06-09,9.0,6.0,2018.0,Saturday,7.0,23.0,1.0,55.25153009,-114.5217525,"Slave Lake, AB",Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,13944.0,"Damage or deterioration mechanism, External Interference, Third Party;Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Equipment Failure, External Interference","Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Operation,3rd Party / Other Company,Yes,No,No,No,"SLAVE LAKE LATERAL (3"" 1989)",0,3.89797764,KP 0,Level I,"Pipeline, Valve, Pressure relief, Body",,,,,,,No,,,No,No,,,No,SLAVE LAKE RCS,9.437727921436633,3065997,17,,11.7,,22.3,,8.9,,,M,,M,,,28,,37,,0,,1,,,,,
INC2018-065,2018-06-20 8:30,2018-06-20,20.0,6.0,2018.0,Wednesday,4.0,25.0,0.0,45.175993,-61.61994,Goldboro,Nova Scotia,10 or fewer dwelling units,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,62.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,3rd Party / Other Company,Yes,No,No,No,Mainline,"762.00000000, 863.60000000",574.8807991,0,Level I,"Station/Facility, Metering, Delivering, Separator",,,,,,,No,8/2/2017,Visual,Yes,No,8/2/2017,Replacement,Yes,TRACADIE,26.78235590095732,8205895,18.5,,12,,25,,0,,,M,,M,,,23,,39,,0.5,,0,,,,,
INC2018-066,2018-06-23 11:30,2018-06-23,23.0,6.0,2018.0,Saturday,7.0,25.0,1.0,56.7538,-120.6529,Fort St John,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,27593.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, Cracking, Fatigue","Corrosion and Cracking, Equipment Failure","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Landowner,Yes,No,No,No,Wolf Pipeline,406.4,33.72543507,10.6,Level II,"Pipeline, Fitting, Nipple, Thread;Pipeline, Auxiliary device(s) (please explain)",,,,,,,No,,,No,No,,,No,FORT ST. JOHN A,69.370337786104,1183001,18.4,,11.2,,25.5,,0,,0,,0,,,,24,,44,,0.4,,0,,,,,
INC2018-068,2018-06-25 3:10,2018-06-25,25.0,6.0,2018.0,Monday,2.0,26.0,0.0,54.892,-120.668,Tumbler ridge,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,199.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Grizzly Extension Pipeline,406.4,100.7509362,102,Level II,"Pipeline, Valve, Ball, Seal/Packing;Station/Facility, Pigging, Receiving, Flare;Pipeline, Valve, Ball, Ball;Pipeline, Fitting, Branch connection, Thread;Station/Facility, Pigging, Receiving, Auxiliary device(s) (please explain);Pipeline, Auxiliary device(s) (please explain)",,,,,,,No,,,No,No,,,No,DAWSON CREEK A,71.05288078051372,1182289,12.6,,11.1,,14.1,,,M,,M,,M,,,23,,57,,0,,5.4,,,,,
INC2018-111,2018-09-02 2:10,2018-09-02,2.0,9.0,2018.0,Sunday,1.0,36.0,1.0,49.74598858,-101.2510539,Cromer,Manitoba,10 or fewer dwelling units,"Release of Substance, Adverse Environmental Effects",Tundra Energy Marketing Limited,Yes,Miscellaneous,Drilling Fluid,0.05,"Substandard Conditions, Inadequate preparation or planning",External Interference,"Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Updating","Failure in communication, Standards and Procedures",Construction,Employee / Contractor (Onsite),No,No,No,Yes,,,,11-17-9-28 W1M,Level II,,,,,,,,No,,,No,No,,,No,ELKHORN 2 EAST,23.365961470840748,5010QFQ,13.8,,5,,22.5,,0,,0,,0,,0,,,,,,0,,4.2,,,,,
INC2018-117,2018-09-13 5:20,2018-09-13,13.0,9.0,2018.0,Thursday,5.0,37.0,0.0,54.414958,-111.158422,"Glendon, AB",Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,Yes,Gas,Natural Gas - Sweet,50767.0,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate tools and equipment, Inadequate availability","Engineering and Planning, Tools and Equipment",Operation,Landowner,Yes,No,Yes,No,SAINT LINA NORTH LATERAL - NPS 6,168.3,10.79586966,KP 6.952,Not Emergency,"Pipeline, Pipe, Body",NPS 6,Carbon Steel,8480.0,1978.0,,Replacement,No,5/14/2017,Inline Inspection (ILI),Yes,No,9/20/2018,Replacement,No,RICH LAKE AGDM,21.282407610766057,3065475,-0.8,,-2.1,,0.6,,3.3,,,,,,,,,,,,0,,18.8,,,M,,M
INC2018-139,2018-10-05 1:40,2018-10-05,5.0,10.0,2018.0,Friday,6.0,40.0,0.0,50.30496,-112.09675,Rainier,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,607.13,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate communications, Inadequate communication between different organizations;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication",Maintenance,Employee / Contractor (Onsite),Yes,No,Yes,No,RAINIER SOUTH LATERAL - NPS 6,168.3,15.87583246,KP 9.140,Level I,"Pipeline, Pipe, Bend, Body",NPS 6,Carbon Steel,8270.0,1977.0,1977.0,Replacement,No,6/20/2018,Inline Inspection (ILI),Yes,No,10/6/2018,Replacement,Yes,LATHOM AGCM,8.31556476521683,3033770,2.4,,-7,,11.8,,,M,,,,,,,,,,,0,,15.6,,34,,93,
INC2018-136,2018-10-05 9:43,2018-10-05,5.0,10.0,2018.0,Friday,6.0,40.0,0.0,47.919398,-79.992348,"Chamberlain, ON",Ontario,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,25195.0,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Damage or deterioration mechanism, Construction, Defective Circumferential Weld",Defect and Deterioration,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications",Tools and Equipment,Operation,Employee / Contractor (Onsite),Yes,No,Yes,No,Line 100-1 (Central section),,,5.2,Level I,"Pipeline, Pipe, Girth weld;Pipeline, Pipe, Body",NPS 30,Carbon Steel,6895.0,1958.0,1958.0,Replacement,No,12/12/2016,Inline Inspection (ILI),Yes,No,3/22/2018,Repair,Yes,KIRKLAND LAKE CS,18.9778983681435,6074211,-0.1,,-2.4,,2.1,,0.8,,,,,,4,,,,,,0,,18.1,,64,,95,
INC2018-142,2018-10-09 5:24,2018-10-09,9.0,10.0,2018.0,Tuesday,3.0,41.0,0.0,54.02808,-122.65524,Prince George,British Columbia,11 to 45 dwelling units,"Explosion, Fire, Release of Substance","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sweet,3980000.0,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Inadequate engineering, Inadequate evaluation of changes",Engineering and Planning,Operation,Public,Yes,Yes,Yes,No,,,,Compressor Station 4A + 29.838 km,Emergency,"Pipeline, Pipe, Body",NPS 36,,6453.0,1972.0,1972.0,Replacement,No,4/11/2017,Inline Inspection (ILI),Yes,No,,,No,PRINCE GEORGE MASSEY AUTO,56.08588421332027,1096454,4.5,,0.6,,8.4,,0.3,,,,,,,,,,,,0,,13.5,,51,,90,
INC2018-145,2018-10-14 9:13,2018-10-14,14.0,10.0,2018.0,Sunday,1.0,42.0,1.0,56.37079958,-119.9226624,Cleardale,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,10.0,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Excessive wear and tear, Inadequate planning of use","Engineering and Planning, Maintenance",Operation,Other Control System,Yes,No,No,No,NORTHWEST M/L (BOUNDARY LAKE SECTION) - NPS 36,914,112.4552231,0,Level I,"Station/Facility, Compression, Compressor;Station/Facility, Compression, Fitting, Nipple, Body",,,,,,,No,1/21/2019,Visual,Yes,Yes,,,No,CLEARDALE AGDM,36.131360703903475,3074935,4.2,,-4.4,,12.8,,0.7,,,,,,,,28,,62,,0,,13.8,,34,,99,
INC2018-165,2018-11-20 4:00,2018-11-20,20.0,11.0,2018.0,Tuesday,3.0,47.0,0.0,56.48610421,-114.117508,"Trout Lake, Alberta",Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,8213.59,"Damage or deterioration mechanism, Cracking, Fatigue;Damage or deterioration mechanism, Other Causes, Improper Operation","Corrosion and Cracking, Incorrect Operation","Job or system factors, Inadequate tools and equipment, Inadequate human factors or ergonomics considerations;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Standards and Procedures, Tools and Equipment",Operation,Employee / Contractor (Onsite),Yes,No,No,No,PEERLESS LAKE LATERAL (VANDERSTEENE LAKE SECTION) - NPS 16,406.4,40.29355321,0,Not Emergency,"Station/Facility, Compression, Piping, Body;Station/Facility, Compression, Auxiliary device(s) (please explain)",NPS 1/2,Stainless Steel,9930.0,2000.0,2000.0,,No,11/20/2018,Visual,No,No,9/1/2018,Testing of Functionality,Yes,RED EARTH,66.87993272901332,3075488,-5.5,,-8.4,,-2.6,,1.5,,,,,,12,,,,,,0,,23.5,,,M,,M
INC2018-166,2018-11-23 9:30,2018-11-23,23.0,11.0,2018.0,Friday,6.0,47.0,0.0,50.038132,-99.623821,brookdale,Manitoba,10 or fewer dwelling units,Release of Substance,Plains Midstream Canada ULC,No,Gas,Propane,0.0001,"Damage or deterioration mechanism, Construction, Other Defective Weld",Defect and Deterioration,"Personal factors, Lack of skill, Inadequate practice",Human Factors,Maintenance,Other Control System,Yes,No,No,Yes,,,,,Not Emergency,"Pipeline, Pipe, Repair sleeve, Bolt;Pipeline, Pipe, Repair sleeve, Weld",NPS 6,Carbon Steel,9928.0,1963.0,1964.0,Replacement,No,11/23/2018,Visual,Yes,No,3/30/2016,Testing of Functionality,No,RIVERS PETTAPIECE,34.53328481641576,501BMMA,,,,,,,0,,0,,0,,12,,,,,,,,,,,,,
INC2018-177,2018-11-28 6:22,2018-11-28,28.0,11.0,2018.0,Wednesday,4.0,48.0,0.0,55.573639,-121.9434,Chetwynd BC,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,4.94,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Maintenance,Other Control System,Yes,No,No,No,,,,,Not Emergency,"Processing Plant, Inlet;Station/Facility, Compression, Fitting, Branch connection, Thread;Station/Facility, Pigging, Receiving, Flange, Body",,,,,,,No,,,No,No,,,No,CHETWYND A,40.291196149014056,1181513,1.8,,-2.4,,6,,,M,,,,,,,,,,,0,,16.2,,65,,97,
INC2018-182,2018-12-12 10:05,2018-12-12,12.0,12.0,2018.0,Wednesday,4.0,50.0,0.0,55.572745,-121.940852,Chetwynd British Columbia,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sweet,9500.0,"Substandard Conditions, Weather Related, High winds;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Excessive wear and tear, Improper extension of service life;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Not Emergency,"Processing Plant, Flare;Station/Facility, Compression, Fitting, Branch connection, Thread;Station/Facility, Pigging, Receiving, Valve, Butterfly, Body;Station/Facility, Pigging, Receiving, Valve, Butterfly, Flange, Body",,,,,,,No,,,No,No,,,No,CHETWYND A,40.10298149525731,1181513,0.6,,-1.3,,2.4,,,M,,,,,,,22,,58,,0,,17.4,,43,,83,
INC2018-183,2018-12-13 1:40,2018-12-13,13.0,12.0,2018.0,Thursday,5.0,50.0,0.0,55.572723,-121.940853,Chetwynd British Columbia,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,55.0,"Substandard Conditions, Inadequate guards or barriers;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate engineering, Inadequate consideration of human factors or ergonomics",Engineering and Planning,Operation,Other Control System,Yes,No,No,No,,,,,Not Emergency,"Processing Plant, Inlet;Station/Facility, Pigging, Receiving, Valve, Butterfly, Flange, Body",,,,,,,No,,,No,No,,,No,CHETWYND A,40.10194990970393,1181513,0.5,,-2.4,,3.3,,,M,,,,,,,23,,43,,0,,17.5,,46,,87,
INC2018-187,2018-12-30 11:00,2018-12-30,30.0,12.0,2018.0,Sunday,1.0,53.0,1.0,52.72947567,-122.4419765,Quesnel,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,609.0,"Substandard Conditions, Weather Related, Frozen components;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate purchasing, Inadequate specifications on requisitions;Job or system factors, Inadequate purchasing, Improper handling of materials",Inadequate Procurement,Operation,Other Control System,Yes,No,No,No,Southern Mainline,,,,Not Emergency,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",,,,,,,No,,,No,No,,,No,QUESNEL,32.939549194802304,1096629,-7.5,,-15.6,,0.6,,0,,,,,,,,,M,,M,0,,25.5,,63,,95,
