Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2018-107,Operation Beyond Design Limits,9/1/2018,The community of Prophet River is 12.6 kM form this location,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.98305413,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/31 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,3.31,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-108,Operation Beyond Design Limits,9/1/2018,The community of Prophet River is 15.5 kM form this location ,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.95794291,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/31 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,kM 6.13,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-109,Operation Beyond Design Limits,9/1/2018,The community of Prophet River is 16.7 kM from this location ,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.94717087,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/31 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Forests,10 or fewer dwelling units,7.34,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-111,"Release of Substance, Adverse Environmental Effects",9/4/2018,Cromer,Manitoba,Tundra Energy Marketing Limited,Closed,49.74598858,0.05,Drilling Fluid,Miscellaneous,Yes,2018,2018/09/02 02:10:00 PM Central,2018/09/02 02:10:00 PM Central,"Substandard Conditions, Inadequate preparation or planning",External Interference,"Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Updating","Failure in communication, Standards and Procedures",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/3/2019,No,No,"Adverse Environmental Effects, Release of Substance",Drilling Fluid,0.05,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Frac Out into Water Body,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,Yes,No,No,Water / Wetlands,10 or fewer dwelling units,11-17-9-28 W1M,Level II,Category B,No,REM2018-035,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-112,Operation Beyond Design Limits,9/6/2018,The community of Bonanza is 4.4 kMs from this location,Alberta,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.87459692,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/09/06 11:45:00 AM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/8/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,8,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-113,Serious Injury (CER or TSB),9/6/2018,"Albright, Alberta ",Alberta,NOVA Gas Transmission Ltd.,Closed,55.2648,Not Applicable,Not Applicable,Not Applicable,Yes,2018,2018/08/31 06:10:00 AM Mountain,2018/08/31 07:30:00 AM Mountain,"Damage or deterioration mechanism, External Interference, Third Party",External Interference,"Personal factors, Lack of knowledge, Unspecified",Human Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),12/18/2018,No,No,Serious Injury (CER or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Hospitalization required,1,NULL,No,NULL,NULL,1,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,Yes,No,No,Agricultural Cropland,10 or fewer dwelling units,NULL,Level II,Category B,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-115,Adverse Environmental Effects,9/11/2018,Oak Lake,Manitoba,Enbridge Pipelines Inc.,Closed,49.698548,Not Applicable,Not Applicable,Not Applicable,Yes,2018,2018/09/10 02:00:00 PM Central,2018/09/10 02:00:00 PM Central,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/15/2019,No,No,Adverse Environmental Effects,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Other Pollution (Contamination),0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,SSKP 841.19,Level II,Category B,No,"REM2018-022, REM2018-037",,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-118,Serious Injury (CER or TSB),9/14/2018,"Kerrobert, Sasaktchewan",Saskatchewan,Enbridge Pipelines Inc.,Closed,51.930848,Not Applicable,Not Applicable,Not Applicable,Yes,2018,2018/09/14 04:15:00 PM Mountain,2018/09/14 04:15:00 PM Mountain,"Damage or deterioration mechanism, External Interference, Third Party",External Interference,"External Interference, Third Party Actions",To be determined,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/8/2019,No,No,Serious Injury (CER or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Fracture,10,NULL,Yes,NULL,NULL,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,NULL,Meter,NULL,NULL,Canada,No,Yes,No,No,Developed Land - Residential,46 or more dwelling units,153+000,Not Emergency,Inactive Investigation Level in Error,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-117,Release of Substance,9/14/2018,"Glendon, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,54.414958,50767,Natural Gas - Sweet,Gas,Yes,2018,NULL,2018/09/13 05:20:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate tools and equipment, Inadequate availability","Engineering and Planning, Tools and Equipment",Short-term interruption,Transmission,Operation,Landowner,11/10/2020,Yes,No,Release of Substance,Natural Gas - Sweet,50767,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,SAINT LINA NORTH LATERAL - NPS 6,168.3,10.79586966,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,KP 6.952,Not Emergency,Inactive Investigation Level in Error,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 6,Carbon Steel,317 - X46,NULL,3.2 mm = 0.126 in,NULL,3.1,8480,NULL,6610,NULL,NULL,NULL,1978,NULL,-2124,Long Seam (Longitudinal),Straight,Electric Fusion Welding,3 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,NULL,No,Replacement,9/20/2018,No,5/14/2017,Inline Inspection (ILI),Yes,No,9/20/2018,Replacement,No
INC2018-119,Fire,9/15/2018,"Spirit River, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,55.81692,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/09/14 09:45:00 AM Mountain,2018/09/14 09:45:00 AM Mountain,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training",Inadequate Supervision,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),12/17/2018,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,GORDONDALE LATERAL LOOP NO. 3,914,24.12966215,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units,KP 3.275,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-121,Fire,9/19/2018,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65324554,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/09/18 01:00:00 PM Pacific,2018/09/18 01:00:00 PM Pacific,"Substandard Conditions, Fire and explosion hazards",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Processing,Maintenance,Employee / Contractor (Onsite),1/30/2019,No,No,Fire,NULL,NULL,NULL,No,NULL,Other Event (Nature or 3rd Party),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,"24"" Beaver River Pipeline","609.60000000, 610.00000000",173.4713372,Natural Gas Sour,Fort Nelson Gas Plant,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,285,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-123,Operation Beyond Design Limits,9/20/2018,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.21752127,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/09/18 12:00:00 PM Pacific,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Inspection Site Visit,2/8/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,"Natural Gas, Natural Gas Sweet",NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units,27.807,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-125,Fire,9/21/2018,1300,British Columbia,Spectra Energy Midstream Canada Partner Corporation,Closed,56.145647,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/09/20 11:50:00 AM Pacific,2018/09/20 11:50:00 AM Pacific,"Substandard Conditions, Fire and explosion hazards",External Interference,"Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Human Factors, Tools and Equipment",No pipeline interruption,Processing,Construction,Employee / Contractor (Onsite),12/18/2018,No,No,Fire,NULL,NULL,NULL,No,NULL,Other Event (Nature or 3rd Party),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,PPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Barren Land,11 to 45 dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-127,Serious Injury (CER or TSB),9/25/2018,Morden,Manitoba,Enbridge Pipelines Inc.,Closed,49.118879,Not Applicable,Not Applicable,Not Applicable,Yes,2018,2018/09/24 02:00:00 PM Central,2018/09/24 02:00:00 PM Central,"Substandard Conditions, Poor housekeeping or disorder",External Interference,"Job or system factors, Inadequate communications, Inadequate horizontal communication between peers",Failure in communication,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/22/2019,No,No,Serious Injury (CER or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Fracture,1,0,Yes,NULL,NULL,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,1066+800,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-132,Fire,9/26/2018,"Gordondale, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,49,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/09/25 09:00:00 PM Mountain,2018/09/25 09:00:00 PM Mountain,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate guards or barriers","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate engineering, Inadequate or improper controls","Engineering and Planning, Inadequate Supervision",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/7/2019,No,No,Fire,NULL,NULL,NULL,No,NULL,Other Event (Nature or 3rd Party),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,GORDONDALE LATERAL LOOP NO. 3,914,24.12966215,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,Yes,No,No,Agricultural Cropland,10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-134,Operation Beyond Design Limits,9/28/2018,"Tarzwell, ON",Ontario,TransCanada PipeLines Limited,Closed,47.9551,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/09/27 09:45:00 AM Eastern,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Substandard Conditions, Weather Related, Heavy rains or floods","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),1/11/2019,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,Yes,Yes,No,Forests,10 or fewer dwelling units,0.6,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-137,Operation Beyond Design Limits,10/1/2018,Steelman,Saskatchewan,Tundra Energy Marketing Limited,Closed,49.286324,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/09/29 07:00:00 AM Central,2018/10/01 01:00:00 PM Central,"Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to check or monitor",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,No pipeline interruption,Transmission,Maintenance,SCADA,2/26/2019,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Overpressure - Self-Imposed Pressure Restriction,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,Yes,No,No,Agricultural Cropland,10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Auxiliary device(s) (please explain)",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-136,Release of Substance,9/28/2018,"Chamberlain, ON",Ontario,TransCanada PipeLines Limited,Closed,47.919398,25195,Natural Gas - Sweet,Gas,No,2018,NULL,2018/10/05 09:43:00 AM Eastern,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Damage or deterioration mechanism, Construction, Defective Circumferential Weld",Defect and Deterioration,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications",Tools and Equipment,Short-term interruption,Transmission,Operation,Employee / Contractor (Onsite),12/30/2019,Yes,No,Release of Substance,Natural Gas - Sweet,25195,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Line 100-1 (Central section),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,5.2,Level I,Standard Review - 168 days,No,OM2018-446,"Pipeline, Pipe, Girth weld;Pipeline, Pipe, Body",1958,NPS 30,Carbon Steel,359 - X52,NULL,9.5 mm = 0.375 in,9.5,9.5,6895,NULL,6891,1,1,1958,1958,1958,NULL,Girth (Circumferential),Straight,Double Submerged Arc Welding,10 o'clock,External,Coal Tar Enamel Narrow,Intact,Field Applied,1958,No,Replacement,10/19/2018,No,12/12/2016,Inline Inspection (ILI),Yes,No,3/22/2018,Repair,Yes
INC2018-139,Release of Substance,10/6/2018,Rainier,Alberta,NOVA Gas Transmission Ltd.,Closed,50.30496,607.13,Natural Gas - Sweet,Gas,No,2018,2018/10/05 01:40:00 PM Mountain,2018/10/05 01:40:00 PM Mountain,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate communications, Inadequate communication between different organizations;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication",Short-term interruption,Transmission,Maintenance,Employee / Contractor (Onsite),10/17/2019,Yes,No,Release of Substance,Natural Gas - Sweet,607.13,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,RAINIER SOUTH LATERAL - NPS 6,168.3,15.87583246,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,Yes,Yes,No,Agricultural Cropland,10 or fewer dwelling units,KP 9.140,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Bend, Body",NULL,NPS 6,Carbon Steel,317 - X46,NULL,3.2 mm = 0.126 in,NULL,3.1,8270,NULL,4492,NULL,1.6,NULL,1977,1977,-1520,NULL,Straight,Electric Resistance Welded,12 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,1977,No,Replacement,10/7/2018,No,6/20/2018,Inline Inspection (ILI),Yes,No,10/6/2018,Replacement,Yes
